protein_accession,method,lcr_start,lcr_end,pfam_accession,pfam_name,domain_start,domain_end,overlap_length,lcr_domain_fraction,domain_lcr_fraction,is_domain_edge
P41250,AlcoR,318,340,PF00587,tRNA-synt_2b,295,369,23,1.0,0.3067,False
P41250,AlcoR,346,360,PF00587,tRNA-synt_2b,295,369,15,1.0,0.2,True
P41250,AlcoR,655,668,PF03129,HGTP_anticodon,615,708,14,1.0,0.1489,False
Q8N163,AlcoR,76,90,PF14444,S1-like,55,112,15,1.0,0.2586,False
Q6ZN19,AlcoR,507,519,PF00096,zf-C2H2,509,531,11,0.8462,0.4783,True
Q6ZN19,AlcoR,572,597,PF00096,zf-C2H2,593,615,5,0.1923,0.2174,True
Q6ZN19,AlcoR,781,794,PF00096,zf-C2H2,761,783,3,0.2143,0.1304,True
A0A2U3TZN1,AlcoR,61,74,PF01922,SRP19,17,101,14,1.0,0.1647,False
A0A2U3TZN1,AlcoR,87,100,PF01922,SRP19,17,101,14,1.0,0.1647,True
P40429,AlcoR,41,60,PF00572,Ribosomal_L13,6,110,20,1.0,0.1905,False
P40429,AlcoR,94,117,PF00572,Ribosomal_L13,6,110,17,0.7083,0.1619,True
Q7Z6M4,AlcoR,5,381,PF02536,mTERF,98,301,204,0.5411,1.0,True
Q9BUJ2,AlcoR,1,12,PF02037,SAP,3,38,10,0.8333,0.2778,True
Q5MCW4,AlcoR,329,341,PF00096,zf-C2H2,326,348,13,1.0,0.5652,True
Q66PJ3,AlcoR,6,18,PF10500,SR-25,7,235,12,0.9231,0.0524,True
Q13595,AlcoR,104,128,PF00076,RRM_1,123,191,6,0.24,0.087,True
P29728,AlcoR,546,561,PF10421,OAS1_C,497,684,16,1.0,0.0851,False
P29728,AlcoR,655,698,PF10421,OAS1_C,497,684,30,0.6818,0.1596,True
Q9HD33,AlcoR,120,136,PF06984,MRP-L47,64,149,17,1.0,0.1977,False
Q9Y291,AlcoR,1,106,PF08293,MRP-S33,7,96,90,0.8491,1.0,True
J3KPP4,AlcoR,1,423,PF03194,LUC7,4,245,242,0.5721,1.0,True
Q9ULR0,AlcoR,1,111,PF06246,Isy1,1,266,111,1.0,0.4173,True
Q6P2D0,AlcoR,227,240,PF00096,zf-C2H2,212,234,8,0.5714,0.3478,True
Q6P2D0,AlcoR,227,240,PF00096,zf-C2H2,240,262,1,0.0714,0.0435,True
Q6P2D0,AlcoR,243,407,PF00096,zf-C2H2,240,262,20,0.1212,0.8696,True
Q6P2D0,AlcoR,243,407,PF00096,zf-C2H2,268,290,23,0.1394,1.0,True
Q6P2D0,AlcoR,243,407,PF00096,zf-C2H2,296,318,23,0.1394,1.0,True
Q6P2D0,AlcoR,243,407,PF00096,zf-C2H2,324,346,23,0.1394,1.0,True
Q6P2D0,AlcoR,243,407,PF00096,zf-C2H2,352,374,23,0.1394,1.0,True
Q6P2D0,AlcoR,243,407,PF00096,zf-C2H2,380,402,23,0.1394,1.0,True
P31943,AlcoR,1,77,PF28441,RRM_11,13,98,65,0.8442,0.7558,True
P31943,AlcoR,1,77,PF00076,RRM_1,14,81,64,0.8312,0.9412,True
P31943,AlcoR,80,146,PF28441,RRM_11,13,98,19,0.2836,0.2209,True
P31943,AlcoR,80,146,PF00076,RRM_1,14,81,2,0.0299,0.0294,True
P31943,AlcoR,80,146,PF28441,RRM_11,113,192,34,0.5075,0.425,True
P31943,AlcoR,80,146,PF00076,RRM_1,114,181,33,0.4925,0.4853,True
P31943,AlcoR,164,295,PF28441,RRM_11,113,192,29,0.2197,0.3625,True
P31943,AlcoR,164,295,PF00076,RRM_1,114,181,18,0.1364,0.2647,True
P31943,AlcoR,164,295,PF08080,zf-RNPHF,255,290,36,0.2727,1.0,True
P31943,AlcoR,164,295,PF28441,RRM_11,291,365,5,0.0379,0.0667,True
P31943,AlcoR,164,295,PF00076,RRM_1,293,352,3,0.0227,0.05,True
Q8N9N2,AlcoR,193,400,PF10469,AKAP7_NLS,161,350,158,0.7596,0.8316,True
Q5T760,AlcoR,1,76,PF00076,RRM_1,37,103,40,0.5263,0.597,True
Q5T760,AlcoR,83,441,PF00076,RRM_1,37,103,21,0.0585,0.3134,True
P51825,AlcoR,501,548,PF05110,AF-4,8,520,20,0.4167,0.039,True
Q99613,AlcoR,211,227,PF05470,eIF-3c_N,31,705,17,1.0,0.0252,False
Q99613,AlcoR,413,429,PF05470,eIF-3c_N,31,705,17,1.0,0.0252,False
Q99613,AlcoR,509,525,PF05470,eIF-3c_N,31,705,17,1.0,0.0252,False
Q9P2E3,AlcoR,660,679,PF04851,ResIII,597,676,17,0.85,0.2125,True
P50914,AlcoR,58,69,PF01929,Ribosomal_L14e,47,120,12,1.0,0.1622,False
P50914,AlcoR,71,84,PF01929,Ribosomal_L14e,47,120,14,1.0,0.1892,False
P50914,AlcoR,89,100,PF01929,Ribosomal_L14e,47,120,12,1.0,0.1622,False
P50914,AlcoR,102,122,PF01929,Ribosomal_L14e,47,120,19,0.9048,0.2568,True
P62241,AlcoR,79,103,PF01201,Ribosomal_S8e,5,190,25,1.0,0.1344,False
P62241,AlcoR,108,127,PF01201,Ribosomal_S8e,5,190,20,1.0,0.1075,False
P62241,AlcoR,166,180,PF01201,Ribosomal_S8e,5,190,15,1.0,0.0806,True
P62241,AlcoR,187,208,PF01201,Ribosomal_S8e,5,190,4,0.1818,0.0215,True
A0A5H1ZRQ2,AlcoR,419,452,PF00271,Helicase_C,405,512,34,1.0,0.3148,False
Q8NEJ9,AlcoR,1,78,PF04000,Sas10_Utp3,18,98,61,0.7821,0.7531,True
Q92945,AlcoR,471,514,PF00013,KH_1,427,493,23,0.5227,0.3433,True
Q92945,AlcoR,609,626,PF09005,FUBP_C,611,632,16,0.8889,0.7273,True
Q3L8U1,AlcoR,66,1141,PF04851,ResIII,859,1028,170,0.158,1.0,True
Q3L8U1,AlcoR,66,1141,PF00270,DEAD,875,1034,160,0.1487,1.0,True
Q3L8U1,AlcoR,1149,1424,PF00271,Helicase_C,1183,1296,114,0.413,1.0,True
P57052,AlcoR,41,79,PF00076,RRM_1,12,80,39,1.0,0.5652,True
F8WDU6,AlcoR,89,108,PF08389,Xpo1,99,200,10,0.5,0.098,True
B5MCY1,AlcoR,1,57,PF00567,TUDOR,17,121,41,0.7193,0.3905,True
B5MCY1,AlcoR,284,299,PF00567,TUDOR,239,356,16,1.0,0.1356,False
Q12906,AlcoR,119,139,PF07528,DZF_N,11,221,21,1.0,0.0995,False
Q9HC16,AlcoR,167,180,PF08210,AID,17,183,14,1.0,0.0838,True
Q9BY44,AlcoR,216,229,PF08662,eIF2A,216,411,14,1.0,0.0714,True
Q99575,AlcoR,31,151,PF06978,POP1_N,107,183,45,0.3719,0.5844,True
Q99575,AlcoR,153,209,PF06978,POP1_N,107,183,31,0.5439,0.4026,True
Q99575,AlcoR,153,209,PF06978,POP1_N,172,257,38,0.6667,0.4419,True
Q99575,AlcoR,214,255,PF06978,POP1_N,172,257,42,1.0,0.4884,True
G5E9G0,AlcoR,241,351,PF00297,Ribosomal_L3,1,323,83,0.7477,0.257,True
Q8IZ13,AlcoR,1,94,PF27073,FAM200-ZBED5_RNase-like,89,261,6,0.0638,0.0347,True
Q8IZ13,AlcoR,103,245,PF27073,FAM200-ZBED5_RNase-like,89,261,143,1.0,0.8266,False
Q14966,AlcoR,587,724,PF00076,RRM_1,679,729,46,0.3333,0.902,True
Q14966,AlcoR,1892,1978,PF12171,zf-C2H2_jaz,1928,1953,26,0.2989,1.0,True
F6XMP4,AlcoR,1,155,PF00642,zf-CCCH,2,18,17,0.1097,1.0,True
P26639,AlcoR,241,255,PF07973,tRNA_SAD,250,298,6,0.4,0.1224,True
P26639,AlcoR,266,285,PF07973,tRNA_SAD,250,298,20,1.0,0.4082,False
P62750,AlcoR,58,69,PF03939,Ribosomal_L23eN,17,67,10,0.8333,0.1961,True
P78346,AlcoR,182,193,PF01876,RNase_P_p30,4,237,12,1.0,0.0513,False
E7ENR5,AlcoR,74,96,PF04427,Brix,35,201,23,1.0,0.1377,False
E7ENR5,AlcoR,103,120,PF04427,Brix,35,201,18,1.0,0.1078,False
E7ENR5,AlcoR,129,142,PF04427,Brix,35,201,14,1.0,0.0838,False
E7ENR5,AlcoR,151,208,PF04427,Brix,35,201,51,0.8793,0.3054,True
J3QT46,AlcoR,326,345,PF00009,GTP_EFTU,193,411,20,1.0,0.0913,False
J3QT46,AlcoR,353,371,PF00009,GTP_EFTU,193,411,19,1.0,0.0868,False
J3QT46,AlcoR,382,399,PF00009,GTP_EFTU,193,411,18,1.0,0.0822,False
J3QT46,AlcoR,409,427,PF00009,GTP_EFTU,193,411,3,0.1579,0.0137,True
J3QT46,AlcoR,436,454,PF03144,GTP_EFTU_D2,437,504,18,0.9474,0.2647,True
Q8NB42,AlcoR,291,450,PF00096,zf-C2H2,302,324,23,0.1437,1.0,True
Q8NB42,AlcoR,291,450,PF00096,zf-C2H2,330,352,23,0.1437,1.0,True
Q8NB42,AlcoR,291,450,PF00096,zf-C2H2,358,380,23,0.1437,1.0,True
Q8NB42,AlcoR,291,450,PF00096,zf-C2H2,386,408,23,0.1437,1.0,True
Q8NB42,AlcoR,291,450,PF00096,zf-C2H2,414,436,23,0.1437,1.0,True
Q8NB42,AlcoR,291,450,PF00096,zf-C2H2,442,464,9,0.0563,0.3913,True
Q8NB42,AlcoR,452,609,PF00096,zf-C2H2,442,464,13,0.0823,0.5652,True
Q8NB42,AlcoR,452,609,PF00096,zf-C2H2,554,576,23,0.1456,1.0,True
Q9H3J6,AlcoR,1,166,PF00472,RF-1,54,147,94,0.5663,1.0,True
Q14576,AlcoR,1,360,PF00076,RRM_1,41,111,71,0.1972,1.0,True
Q14576,AlcoR,1,360,PF00076,RRM_1,127,191,65,0.1806,1.0,True
Q14576,AlcoR,1,360,PF13893,RRM_5,278,365,83,0.2306,0.9432,True
Q14576,AlcoR,1,360,PF00076,RRM_1,286,355,70,0.1944,1.0,True
Q5SZ64,AlcoR,1,190,PF00076,RRM_1,2,42,41,0.2158,1.0,True
Q5SZ64,AlcoR,1,190,PF16367,RRM_7,58,118,61,0.3211,1.0,True
Q5SZ64,AlcoR,1,190,PF00076,RRM_1,59,129,71,0.3737,1.0,True
O77932,AlcoR,1,86,PF08652,RAI1,44,379,43,0.5,0.128,True
O77932,AlcoR,95,127,PF08652,RAI1,44,379,33,1.0,0.0982,False
O00571,AlcoR,261,273,PF04851,ResIII,203,385,13,1.0,0.071,False
O00571,AlcoR,261,273,PF00270,DEAD,204,391,13,1.0,0.0691,False
O00571,AlcoR,421,436,PF00271,Helicase_C,427,536,10,0.625,0.0909,True
O00571,AlcoR,479,497,PF00271,Helicase_C,427,536,19,1.0,0.1727,False
O00571,AlcoR,518,535,PF00271,Helicase_C,427,536,18,1.0,0.1636,True
Q5TA45,AlcoR,29,47,PF00753,Lactamase_B,15,185,19,1.0,0.1111,False
Q5TA45,AlcoR,100,138,PF00753,Lactamase_B,15,185,39,1.0,0.2281,False
X6RDA4,AlcoR,99,248,PF00076,RRM_1,84,148,50,0.3333,0.7692,True
X6RDA4,AlcoR,99,248,PF00076,RRM_1,158,216,59,0.3933,1.0,True
Q15366,AlcoR,1,241,PF00013,KH_1,15,76,62,0.2573,1.0,True
Q15366,AlcoR,1,241,PF07650,KH_2,81,132,52,0.2158,1.0,True
Q15366,AlcoR,1,241,PF00013,KH_1,99,162,64,0.2656,1.0,True
Q96I27,AlcoR,179,306,PF00096,zf-C2H2,237,259,23,0.1797,1.0,True
Q9UI10,AlcoR,161,256,PF01008,IF-2B,219,509,38,0.3958,0.1306,True
Q7L2E3,AlcoR,422,1194,PF00270,DEAD,442,594,153,0.1979,1.0,True
Q7L2E3,AlcoR,422,1194,PF00271,Helicase_C,664,786,123,0.1591,1.0,True
Q01085,AlcoR,1,181,PF00076,RRM_1,11,79,69,0.3812,1.0,True
Q01085,AlcoR,1,181,PF00076,RRM_1,99,169,71,0.3923,1.0,True
Q8NDF8,AlcoR,103,488,PF03828,PAP_assoc,308,368,61,0.158,1.0,True
O14787,AlcoR,1,305,PF03810,IBN_N,32,98,67,0.2197,1.0,True
Q6PIY7,AlcoR,126,484,PF03828,PAP_assoc,386,440,55,0.1532,1.0,True
P32969,AlcoR,1,22,PF00347,Ribosomal_L6,12,85,11,0.5,0.1486,True
P62304,AlcoR,42,53,PF01423,LSM,24,88,12,1.0,0.1846,False
P62304,AlcoR,84,92,PF01423,LSM,24,88,5,0.5556,0.0769,True
Q8TCS8,AlcoR,1,61,PF01138,RNase_PH,54,183,8,0.1311,0.0615,True
Q8TCS8,AlcoR,255,361,PF03726,PNPase,285,363,77,0.7196,0.9747,True
E7ERQ6,AlcoR,75,89,PF16367,RRM_7,41,126,15,1.0,0.1744,False
E7ERQ6,AlcoR,75,89,PF00076,RRM_1,42,98,15,1.0,0.2632,True
C9JZ88,AlcoR,1,88,PF08079,Ribosomal_L30_N,3,45,43,0.4886,1.0,True
C9JZ88,AlcoR,1,88,PF00327,Ribosomal_L30,50,88,39,0.4432,1.0,True
E9PE17,AlcoR,1,43,PF00366,Ribosomal_S17,15,82,29,0.6744,0.4265,True
D4PHA4,AlcoR,10,463,PF15337,Vasculin,395,491,69,0.152,0.7113,True
P62269,AlcoR,27,152,PF00416,Ribosomal_S13,14,142,116,0.9206,0.8992,True
Q96K58,AlcoR,158,515,PF00096,zf-C2H2,168,190,23,0.0642,1.0,True
Q96K58,AlcoR,158,515,PF00096,zf-C2H2,224,246,23,0.0642,1.0,True
Q96K58,AlcoR,158,515,PF00096,zf-C2H2,252,274,23,0.0642,1.0,True
Q96K58,AlcoR,158,515,PF00096,zf-C2H2,280,302,23,0.0642,1.0,True
Q96K58,AlcoR,158,515,PF00096,zf-C2H2,308,330,23,0.0642,1.0,True
Q96K58,AlcoR,158,515,PF00096,zf-C2H2,364,386,23,0.0642,1.0,True
Q96K58,AlcoR,158,515,PF00096,zf-C2H2,392,414,23,0.0642,1.0,True
H0Y6A1,AlcoR,51,361,PF09162,Tap-RNA_bind,2,69,19,0.0611,0.2794,True
P78316,AlcoR,89,103,PF04147,Nop14,26,846,15,1.0,0.0183,False
Q8NAT2,AlcoR,463,475,PF00567,TUDOR,472,594,4,0.3077,0.0325,True
P41252,AlcoR,56,216,PF00133,tRNA-synt_1,17,638,161,1.0,0.2588,False
P41252,AlcoR,56,216,PF09334,tRNA-synt_1g,48,190,135,0.8385,0.9441,True
P41252,AlcoR,361,372,PF00133,tRNA-synt_1,17,638,12,1.0,0.0193,False
A0A0A0MSN9,AlcoR,303,318,PF00076,RRM_1,264,318,16,1.0,0.2909,True
P15170,AlcoR,266,499,PF00009,GTP_EFTU,72,271,6,0.0256,0.03,True
P15170,AlcoR,266,499,PF03144,GTP_EFTU_D2,314,381,68,0.2906,1.0,True
P15170,AlcoR,266,499,PF03143,GTP_EFTU_D3,390,494,105,0.4487,1.0,True
P51991,AlcoR,1,378,PF00076,RRM_1,37,95,59,0.1561,1.0,True
P51991,AlcoR,1,378,PF16367,RRM_7,126,192,67,0.1772,1.0,True
P51991,AlcoR,1,378,PF00076,RRM_1,128,191,64,0.1693,1.0,True
A6NDY0,AlcoR,110,278,PF00076,RRM_1,149,218,70,0.4142,1.0,True
Q9H633,AlcoR,1,154,PF04032,Rpr2,13,96,84,0.5455,1.0,True
Q96H35,AlcoR,1,177,PF00076,RRM_1,27,99,73,0.4124,1.0,True
E7ESC6,AlcoR,25,42,PF03810,IBN_N,31,96,12,0.6667,0.1818,True
E7ESC6,AlcoR,68,79,PF03810,IBN_N,31,96,12,1.0,0.1818,False
E7ESC6,AlcoR,88,106,PF03810,IBN_N,31,96,9,0.4737,0.1364,True
P62633,AlcoR,82,177,PF00098,zf-CCHC,73,89,8,0.0833,0.4706,True
P62633,AlcoR,82,177,PF00098,zf-CCHC,97,113,17,0.1771,1.0,True
P62633,AlcoR,82,177,PF00098,zf-CCHC,117,134,18,0.1875,1.0,True
P62633,AlcoR,82,177,PF00098,zf-CCHC,136,152,17,0.1771,1.0,True
P62633,AlcoR,82,177,PF00098,zf-CCHC,157,172,16,0.1667,1.0,True
P08865,AlcoR,1,136,PF00318,Ribosomal_S2,19,111,93,0.6838,1.0,True
P08865,AlcoR,1,136,PF00318,Ribosomal_S2,113,181,24,0.1765,0.3478,True
P08865,AlcoR,160,223,PF00318,Ribosomal_S2,113,181,22,0.3438,0.3188,True
Q8TCP9,AlcoR,95,194,PF27073,FAM200-ZBED5_RNase-like,57,228,100,1.0,0.5814,False
Q8TCP9,AlcoR,202,301,PF27073,FAM200-ZBED5_RNase-like,57,228,27,0.27,0.157,True
Q15477,AlcoR,312,333,PF00270,DEAD,314,460,20,0.9091,0.1361,True
Q15477,AlcoR,312,333,PF04851,ResIII,314,457,20,0.9091,0.1389,True
Q15477,AlcoR,753,764,PF21408,MTR4-like_stalk,763,829,2,0.1667,0.0299,True
E9PHM2,AlcoR,400,860,PF00133,tRNA-synt_1,401,557,157,0.3406,1.0,True
E9PHM2,AlcoR,400,860,PF08264,Anticodon_1,684,809,126,0.2733,1.0,True
O95059,AlcoR,29,124,PF01900,RNase_P_Rpp14,35,108,74,0.7708,1.0,True
Q5CZA5,AlcoR,1,380,PF00096,zf-C2H2,203,225,23,0.0605,1.0,True
Q5CZA5,AlcoR,1,380,PF00096,zf-C2H2,231,253,23,0.0605,1.0,True
Q5CZA5,AlcoR,1,380,PF00096,zf-C2H2,259,281,23,0.0605,1.0,True
Q5CZA5,AlcoR,1,380,PF00096,zf-C2H2,287,309,23,0.0605,1.0,True
Q5CZA5,AlcoR,1,380,PF00096,zf-C2H2,315,337,23,0.0605,1.0,True
Q5CZA5,AlcoR,1,380,PF00096,zf-C2H2,343,365,23,0.0605,1.0,True
Q5CZA5,AlcoR,388,460,PF00096,zf-C2H2,399,421,23,0.3151,1.0,True
Q5CZA5,AlcoR,388,460,PF00096,zf-C2H2,455,477,6,0.0822,0.2609,True
Q5CZA5,AlcoR,537,595,PF00096,zf-C2H2,539,561,23,0.3898,1.0,True
X6RJY0,AlcoR,299,309,PF04615,Utp14,7,299,1,0.0909,0.0034,True
Q9Y333,AlcoR,9,20,PF01423,LSM,6,71,12,1.0,0.1818,True
Q9Y333,AlcoR,37,48,PF01423,LSM,6,71,12,1.0,0.1818,False
Q5T7F5,AlcoR,255,282,PF01728,FtsJ,216,371,28,1.0,0.1795,False
Q9H0H0,AlcoR,341,352,PF14750,INTS2,26,1129,12,1.0,0.0109,False
Q9H0H0,AlcoR,421,441,PF14750,INTS2,26,1129,21,1.0,0.019,False
Q9H0H0,AlcoR,445,484,PF14750,INTS2,26,1129,40,1.0,0.0362,False
Q9H0H0,AlcoR,491,554,PF14750,INTS2,26,1129,64,1.0,0.058,False
Q9H0H0,AlcoR,590,628,PF14750,INTS2,26,1129,39,1.0,0.0353,False
P0C7T5,AlcoR,512,689,PF08517,AXH,469,580,69,0.3876,0.6161,True
Q96BT7,AlcoR,1,296,PF00076,RRM_1,50,105,56,0.1892,1.0,True
Q96BT7,AlcoR,1,296,PF13532,2OG-FeII_Oxy_2,150,334,147,0.4966,0.7946,True
Q96BT7,AlcoR,425,664,PF05148,Methyltransf_8,391,500,76,0.3167,0.6909,True
Q96BT7,AlcoR,425,664,PF13847,Methyltransf_31,406,508,84,0.35,0.8155,True
Q5QPL9,AlcoR,1,157,PF00076,RRM_1,23,85,63,0.4013,1.0,True
P54253,AlcoR,428,671,PF08517,AXH,574,686,98,0.4016,0.8673,True
P54253,AlcoR,680,815,PF08517,AXH,574,686,7,0.0515,0.0619,True
Q9UHC7,AlcoR,1,79,PF00642,zf-CCCH,57,80,23,0.2911,0.9583,True
Q9UHC7,AlcoR,89,482,PF00642,zf-CCCH,88,110,22,0.0558,0.9565,True
Q9UHC7,AlcoR,89,482,PF00642,zf-CCCH,210,233,24,0.0609,1.0,True
Q9H2U1,AlcoR,556,574,PF00271,Helicase_C,477,606,19,1.0,0.1462,False
Q8N7X1,AlcoR,1,109,PF00076,RRM_1,10,79,70,0.6422,1.0,True
P56182,AlcoR,1,39,PF05997,Nop52,10,327,30,0.7692,0.0943,True
P56182,AlcoR,43,203,PF05997,Nop52,10,327,161,1.0,0.5063,False
C9J6P4,AlcoR,705,947,PF00644,PARP,861,974,87,0.358,0.7632,True
C9J6P4,AlcoR,955,1024,PF00644,PARP,861,974,20,0.2857,0.1754,True
Q8IZH2,AlcoR,1,144,PF03159,XRN_N,1,227,144,1.0,0.6344,True
Q8IZH2,AlcoR,154,682,PF03159,XRN_N,1,227,74,0.1399,0.326,True
O15042,AlcoR,1,283,PF00076,RRM_1,276,348,8,0.0283,0.1096,True
O15042,AlcoR,291,816,PF00076,RRM_1,276,348,58,0.1103,0.7945,True
O15042,AlcoR,291,816,PF01805,Surp,424,489,66,0.1255,1.0,True
Q9C0B1,AlcoR,249,505,PF12933,FTO_NTD,37,325,77,0.2996,0.2664,True
Q9C0B1,AlcoR,249,505,PF12934,FTO_CTD,329,497,169,0.6576,1.0,True
C9J0B9,AlcoR,1,218,PF04981,NMD3,153,218,66,0.3028,1.0,True
C9JYQ9,AlcoR,17,40,PF01776,Ribosomal_L22e,12,118,24,1.0,0.2243,True
C9JP00,AlcoR,192,283,PF00642,zf-CCCH,183,205,14,0.1522,0.6087,True
Q499Z4,AlcoR,149,215,PF00096,zf-C2H2,199,221,17,0.2537,0.7391,True
E7ET15,AlcoR,244,287,PF00076,RRM_1,275,347,13,0.2955,0.1781,True
E7ET15,AlcoR,303,370,PF00076,RRM_1,275,347,45,0.6618,0.6164,True
Q9NP92,AlcoR,23,195,PF07147,PDCD9,1,429,173,1.0,0.4033,False
Q8NI36,AlcoR,498,886,PF04192,Utp21,689,891,198,0.509,0.9754,True
Q92540,AlcoR,139,590,PF10374,EST1,55,168,30,0.0664,0.2632,True
Q92540,AlcoR,139,590,PF10373,EST1_DNA_bind,171,430,260,0.5752,1.0,True
Q8IU60,AlcoR,15,420,PF05026,DCP2,12,93,79,0.1946,0.9634,True
Q9P2J5,AlcoR,424,437,PF00133,tRNA-synt_1,188,755,14,1.0,0.0246,False
D6REA0,AlcoR,194,413,PF02637,GatB_Yqey,365,514,49,0.2227,0.3267,True
D6REA0,AlcoR,418,446,PF02637,GatB_Yqey,365,514,29,1.0,0.1933,False
Q969S9,AlcoR,241,284,PF00009,GTP_EFTU,69,351,44,1.0,0.1555,False
Q969S9,AlcoR,287,303,PF00009,GTP_EFTU,69,351,17,1.0,0.0601,False
Q969S9,AlcoR,319,356,PF00009,GTP_EFTU,69,351,33,0.8684,0.1166,True
D6RIC3,AlcoR,1,150,PF09420,Nop16,12,75,64,0.4267,1.0,True
G3XAN0,AlcoR,1,64,PF00338,Ribosomal_S10,1,60,60,0.9375,1.0,True
Q9H2T7,AlcoR,1,296,PF03810,IBN_N,30,94,65,0.2196,1.0,True
Q8TC59,AlcoR,752,780,PF02171,Piwi,669,956,29,1.0,0.1007,False
Q8TC59,AlcoR,799,812,PF02171,Piwi,669,956,14,1.0,0.0486,False
Q8TC59,AlcoR,838,855,PF02171,Piwi,669,956,18,1.0,0.0625,False
E5RHF4,AlcoR,1,116,PF29471,Ribosomal_uL15_N,42,75,34,0.2931,1.0,True
E5RHF4,AlcoR,1,116,PF00828,Ribosomal_L27A,95,175,22,0.1897,0.2716,True
E5RHF4,AlcoR,118,198,PF00828,Ribosomal_L27A,95,175,58,0.716,0.716,True
H0YB34,AlcoR,8,148,PF01042,Ribonuc_L-PSP,33,139,107,0.7589,1.0,True
Q5TAP6,AlcoR,1,67,PF04615,Utp14,43,734,25,0.3731,0.0361,True
Q5TAP6,AlcoR,75,214,PF04615,Utp14,43,734,140,1.0,0.2023,False
Q5TAP6,AlcoR,409,427,PF04615,Utp14,43,734,19,1.0,0.0275,False
Q8N8Q3,AlcoR,1,45,PF04493,Endonuclease_5,44,240,2,0.0444,0.0102,True
Q8N8Q3,AlcoR,54,282,PF04493,Endonuclease_5,44,240,187,0.8166,0.9492,True
E7ERJ7,AlcoR,1,95,PF00076,RRM_1,13,82,70,0.7368,1.0,True
E7ERJ7,AlcoR,106,329,PF00076,RRM_1,99,135,30,0.1339,0.8108,True
E7ERJ7,AlcoR,106,329,PF00076,RRM_1,161,229,69,0.308,1.0,True
E7ERJ7,AlcoR,106,329,PF00076,RRM_1,264,331,66,0.2946,0.9706,True
Q9UFF9,AlcoR,44,57,PF04857,CAF1,15,132,14,1.0,0.1186,False
Q9UFF9,AlcoR,141,159,PF04857,CAF1,147,238,13,0.6842,0.1413,True
A1L020,AlcoR,230,272,PF00013,KH_1,225,285,43,1.0,0.7049,True
E9PN81,AlcoR,77,108,PF08615,RNase_H2_suC,28,157,32,1.0,0.2462,False
E9PN81,AlcoR,153,232,PF08615,RNase_H2_suC,28,157,5,0.0625,0.0385,True
Q9H0A0,AlcoR,1,922,PF05127,NAT10_TcmA_helicase,282,488,207,0.2245,1.0,True
Q9H0A0,AlcoR,1,922,PF13725,tRNA_bind_2,763,975,160,0.1735,0.7512,True
P62851,AlcoR,56,98,PF03297,Ribosomal_S25,13,112,43,1.0,0.43,False
P62851,AlcoR,108,125,PF03297,Ribosomal_S25,13,112,5,0.2778,0.05,True
E9PKU4,AlcoR,1,22,PF00181,Ribosomal_L2_N,2,90,21,0.9545,0.236,True
E9PKU4,AlcoR,32,60,PF00181,Ribosomal_L2_N,2,90,29,1.0,0.3258,False
E9PKU4,AlcoR,183,218,PF03947,Ribosomal_L2_C,98,203,21,0.5833,0.1981,True
P62861,AlcoR,61,75,PF04758,Ribosomal_S30,75,132,1,0.0667,0.0172,True
P62861,AlcoR,85,132,PF04758,Ribosomal_S30,75,132,48,1.0,0.8276,True
P08240,AlcoR,6,638,PF02881,SRP54_N,319,389,71,0.1122,1.0,True
P08240,AlcoR,6,638,PF00448,SRP54,419,636,218,0.3444,1.0,True
P62277,AlcoR,1,66,PF08069,Ribosomal_S13_N,1,60,60,0.9091,1.0,True
P62277,AlcoR,68,151,PF00312,Ribosomal_S15,74,146,73,0.869,1.0,True
Q96CB9,AlcoR,161,174,PF01189,Methyltr_RsmB-F,167,340,8,0.5714,0.046,True
Q96CB9,AlcoR,161,174,PF01728,FtsJ,171,311,4,0.2857,0.0284,True
A0A0C4DGG8,AlcoR,129,144,PF14444,S1-like,132,189,13,0.8125,0.2241,True
A0A0C4DGG8,AlcoR,586,714,PF02037,SAP,621,655,35,0.2713,1.0,True
Q86Y79,AlcoR,1,41,PF01195,Pept_tRNA_hydro,32,202,10,0.2439,0.0585,True
Q96FC9,AlcoR,662,741,PF13307,Helicase_C_2,693,818,49,0.6125,0.3889,True
Q96FC9,AlcoR,784,847,PF13307,Helicase_C_2,693,818,35,0.5469,0.2778,True
Q9Y4C8,AlcoR,750,960,PF00076,RRM_1,732,804,55,0.2607,0.7534,True
Q9Y4C8,AlcoR,750,960,PF00076,RRM_1,834,905,72,0.3412,1.0,True
O15226,AlcoR,367,643,PF01585,G-patch,552,593,42,0.1516,1.0,True
O15226,AlcoR,367,643,PF01424,R3H,604,660,40,0.1444,0.7018,True
O15226,AlcoR,648,690,PF01424,R3H,604,660,13,0.3023,0.2281,True
O60942,AlcoR,1,403,PF01331,mRNA_cap_enzyme,234,462,170,0.4218,0.7424,True
H0YGG4,AlcoR,1,84,PF01008,IF-2B,32,139,53,0.631,0.4907,True
H0YGG4,AlcoR,92,125,PF01008,IF-2B,32,139,34,1.0,0.3148,False
O60522,AlcoR,5,145,PF00567,TUDOR,43,133,91,0.6454,1.0,True
O60522,AlcoR,1583,1594,PF00567,TUDOR,1516,1638,12,1.0,0.0976,False
H0YGJ7,AlcoR,15,29,PF08597,eIF3_subunit,2,96,15,1.0,0.1579,False
